PM100D  SN:P0009215  Firmware: 2.4.0 -- Sensor: S121C  SN:14082809
2/27/2017 5:24:46.500 PM	1.1531E-5	W
2/27/2017 5:24:46.503 PM	-8.6493E-6	W
2/27/2017 5:24:46.505 PM	-2.8836E-6	W
2/27/2017 5:24:46.530 PM	2.8822E-6	W
2/27/2017 5:24:46.533 PM	2.8822E-6	W
2/27/2017 5:24:46.536 PM	2.3061E-5	W
2/27/2017 5:24:46.540 PM	-8.6493E-6	W
2/27/2017 5:24:46.543 PM	1.4414E-5	W
2/27/2017 5:24:46.546 PM	-2.8836E-6	W
2/27/2017 5:24:46.548 PM	-8.6493E-6	W
2/27/2017 5:24:46.551 PM	5.7651E-6	W
2/27/2017 5:24:46.554 PM	-6.7758E-10	W
2/27/2017 5:24:46.557 PM	5.7651E-6	W
2/27/2017 5:24:46.582 PM	2.8822E-6	W
2/27/2017 5:24:46.585 PM	1.4414E-5	W
2/27/2017 5:24:46.588 PM	2.8822E-6	W
2/27/2017 5:24:46.590 PM	1.1531E-5	W
2/27/2017 5:24:46.593 PM	-5.7664E-6	W
2/27/2017 5:24:46.596 PM	-5.7664E-6	W
2/27/2017 5:24:46.599 PM	-1.4415E-5	W
2/27/2017 5:24:46.603 PM	1.4414E-5	W
2/27/2017 5:24:46.606 PM	-2.8836E-6	W
2/27/2017 5:24:46.632 PM	-2.8836E-6	W
2/27/2017 5:24:46.635 PM	2.8822E-6	W
2/27/2017 5:24:46.638 PM	2.8822E-6	W
2/27/2017 5:24:46.642 PM	-6.7758E-10	W
2/27/2017 5:24:46.645 PM	1.4414E-5	W
2/27/2017 5:24:46.648 PM	-6.7758E-10	W
2/27/2017 5:24:46.651 PM	5.7651E-6	W
2/27/2017 5:24:46.654 PM	-2.8836E-6	W
2/27/2017 5:24:46.657 PM	-6.7758E-10	W
2/27/2017 5:24:46.661 PM	1.1531E-5	W
2/27/2017 5:24:46.664 PM	1.4414E-5	W
2/27/2017 5:24:46.667 PM	-8.6493E-6	W
2/27/2017 5:24:46.670 PM	-8.6493E-6	W
2/27/2017 5:24:46.672 PM	-2.8836E-6	W
2/27/2017 5:24:46.675 PM	2.8822E-6	W
2/27/2017 5:24:46.678 PM	5.7651E-6	W
2/27/2017 5:24:46.681 PM	-5.7664E-6	W
2/27/2017 5:24:46.683 PM	1.1531E-5	W
2/27/2017 5:24:46.687 PM	-5.7664E-6	W
2/27/2017 5:24:46.690 PM	-2.8836E-6	W
2/27/2017 5:24:46.692 PM	8.6479E-6	W
2/27/2017 5:24:46.695 PM	5.7651E-6	W
2/27/2017 5:24:46.699 PM	5.7651E-6	W
2/27/2017 5:24:46.702 PM	-5.7664E-6	W
2/27/2017 5:24:46.705 PM	8.6479E-6	W
2/27/2017 5:24:46.708 PM	5.7651E-6	W
2/27/2017 5:24:46.732 PM	1.1531E-5	W
2/27/2017 5:24:46.735 PM	-2.8836E-6	W
2/27/2017 5:24:46.738 PM	-5.7664E-6	W
2/27/2017 5:24:46.741 PM	5.7651E-6	W
2/27/2017 5:24:46.744 PM	1.1531E-5	W
2/27/2017 5:24:46.747 PM	2.8822E-6	W
2/27/2017 5:24:46.750 PM	-6.7758E-10	W
2/27/2017 5:24:46.753 PM	5.7651E-6	W
2/27/2017 5:24:46.755 PM	2.8822E-6	W
2/27/2017 5:24:46.780 PM	8.6479E-6	W
2/27/2017 5:24:46.784 PM	-6.7758E-10	W
2/27/2017 5:24:46.787 PM	5.7651E-6	W
2/27/2017 5:24:46.790 PM	1.1531E-5	W
2/27/2017 5:24:46.793 PM	-2.8836E-6	W
2/27/2017 5:24:46.796 PM	-2.8836E-6	W
2/27/2017 5:24:46.798 PM	2.8822E-6	W
2/27/2017 5:24:46.801 PM	-8.6493E-6	W
2/27/2017 5:24:46.804 PM	-6.7758E-10	W
2/27/2017 5:24:46.807 PM	1.1531E-5	W
2/27/2017 5:24:46.834 PM	-2.8836E-6	W
2/27/2017 5:24:46.837 PM	-2.8836E-6	W
2/27/2017 5:24:46.839 PM	-6.7758E-10	W
2/27/2017 5:24:46.842 PM	-8.6493E-6	W
2/27/2017 5:24:46.845 PM	5.7651E-6	W
2/27/2017 5:24:46.849 PM	2.8822E-6	W
2/27/2017 5:24:46.852 PM	2.8822E-6	W
2/27/2017 5:24:46.855 PM	8.6479E-6	W
2/27/2017 5:24:46.880 PM	2.8822E-6	W
2/27/2017 5:24:46.882 PM	2.8822E-6	W
2/27/2017 5:24:46.885 PM	-8.6493E-6	W
2/27/2017 5:24:46.888 PM	2.8822E-6	W
2/27/2017 5:24:46.891 PM	-8.6493E-6	W
2/27/2017 5:24:46.894 PM	-2.8836E-6	W
2/27/2017 5:24:46.897 PM	-1.4415E-5	W
2/27/2017 5:24:46.901 PM	2.8822E-6	W
2/27/2017 5:24:46.904 PM	-2.8836E-6	W
2/27/2017 5:24:46.928 PM	2.8822E-6	W
2/27/2017 5:24:46.932 PM	2.8822E-6	W
2/27/2017 5:24:46.935 PM	-6.7758E-10	W
2/27/2017 5:24:46.938 PM	2.3061E-5	W
2/27/2017 5:24:46.941 PM	-5.7664E-6	W
2/27/2017 5:24:46.944 PM	5.7651E-6	W
2/27/2017 5:24:46.947 PM	-2.8836E-6	W
2/27/2017 5:24:46.950 PM	-2.8836E-6	W
2/27/2017 5:24:46.953 PM	-5.7664E-6	W
2/27/2017 5:24:46.956 PM	1.1531E-5	W
2/27/2017 5:24:46.960 PM	-2.8836E-6	W
2/27/2017 5:24:46.963 PM	5.7651E-6	W
2/27/2017 5:24:46.965 PM	8.6479E-6	W
2/27/2017 5:24:46.968 PM	1.7297E-5	W
2/27/2017 5:24:46.971 PM	-2.8836E-6	W
2/27/2017 5:24:46.974 PM	-2.8836E-6	W
2/27/2017 5:24:46.977 PM	2.8822E-6	W
2/27/2017 5:24:46.980 PM	2.8822E-6	W
2/27/2017 5:24:46.983 PM	2.8822E-6	W
2/27/2017 5:24:46.987 PM	-8.6493E-6	W
2/27/2017 5:24:46.990 PM	-1.4415E-5	W
2/27/2017 5:24:46.993 PM	5.7651E-6	W
2/27/2017 5:24:46.996 PM	2.8822E-6	W
2/27/2017 5:24:46.999 PM	2.8822E-6	W
2/27/2017 5:24:47.002 PM	-8.6493E-6	W
2/27/2017 5:24:47.005 PM	-1.1532E-5	W
2/27/2017 5:24:47.007 PM	8.6479E-6	W
2/27/2017 5:24:47.034 PM	5.7651E-6	W
2/27/2017 5:24:47.038 PM	8.6479E-6	W
2/27/2017 5:24:47.040 PM	2.8822E-6	W
2/27/2017 5:24:47.044 PM	5.7651E-6	W
2/27/2017 5:24:47.046 PM	-8.6493E-6	W
2/27/2017 5:24:47.049 PM	1.1531E-5	W
2/27/2017 5:24:47.052 PM	-5.7664E-6	W
2/27/2017 5:24:47.055 PM	2.8822E-6	W
2/27/2017 5:24:47.080 PM	8.6479E-6	W
2/27/2017 5:24:47.083 PM	-8.6493E-6	W
2/27/2017 5:24:47.086 PM	8.6479E-6	W
2/27/2017 5:24:47.088 PM	1.1531E-5	W
2/27/2017 5:24:47.091 PM	-2.8836E-6	W
2/27/2017 5:24:47.094 PM	-2.8836E-6	W
2/27/2017 5:24:47.097 PM	2.8822E-6	W
2/27/2017 5:24:47.100 PM	5.7651E-6	W
2/27/2017 5:24:47.103 PM	-5.7664E-6	W
2/27/2017 5:24:47.106 PM	8.6479E-6	W
2/27/2017 5:24:47.130 PM	-8.6493E-6	W
2/27/2017 5:24:47.133 PM	-5.7664E-6	W
2/27/2017 5:24:47.136 PM	2.8822E-6	W
2/27/2017 5:24:47.140 PM	-2.8836E-6	W
2/27/2017 5:24:47.143 PM	1.1531E-5	W
2/27/2017 5:24:47.146 PM	-2.8836E-6	W
2/27/2017 5:24:47.149 PM	-8.6493E-6	W
2/27/2017 5:24:47.152 PM	1.4414E-5	W
2/27/2017 5:24:47.155 PM	-2.8836E-6	W
2/27/2017 5:24:47.179 PM	-6.7758E-10	W
2/27/2017 5:24:47.182 PM	-2.8836E-6	W
2/27/2017 5:24:47.184 PM	1.1531E-5	W
2/27/2017 5:24:47.188 PM	-2.8836E-6	W
2/27/2017 5:24:47.191 PM	2.8822E-6	W
2/27/2017 5:24:47.193 PM	-5.7664E-6	W
2/27/2017 5:24:47.196 PM	1.1531E-5	W
2/27/2017 5:24:47.201 PM	8.6479E-6	W
2/27/2017 5:24:47.204 PM	-2.8836E-6	W
2/27/2017 5:24:47.207 PM	-2.8836E-6	W
2/27/2017 5:24:47.233 PM	2.8822E-6	W
2/27/2017 5:24:47.236 PM	-2.8836E-6	W
2/27/2017 5:24:47.240 PM	5.7651E-6	W
2/27/2017 5:24:47.243 PM	-2.8836E-6	W
2/27/2017 5:24:47.246 PM	5.7651E-6	W
2/27/2017 5:24:47.249 PM	5.7651E-6	W
2/27/2017 5:24:47.252 PM	-6.7758E-10	W
2/27/2017 5:24:47.255 PM	-8.6493E-6	W
2/27/2017 5:24:47.257 PM	5.7651E-6	W
2/27/2017 5:24:47.261 PM	-2.8836E-6	W
2/27/2017 5:24:47.264 PM	2.8822E-6	W
2/27/2017 5:24:47.267 PM	5.7651E-6	W
2/27/2017 5:24:47.270 PM	5.7651E-6	W
2/27/2017 5:24:47.273 PM	5.7651E-6	W
2/27/2017 5:24:47.276 PM	5.7651E-6	W
2/27/2017 5:24:47.279 PM	5.7651E-6	W
2/27/2017 5:24:47.283 PM	-5.7664E-6	W
2/27/2017 5:24:47.286 PM	5.7651E-6	W
2/27/2017 5:24:47.289 PM	2.0179E-5	W
2/27/2017 5:24:47.292 PM	1.1531E-5	W
2/27/2017 5:24:47.295 PM	2.8822E-6	W
2/27/2017 5:24:47.297 PM	-2.8836E-6	W
2/27/2017 5:24:47.300 PM	-1.1532E-5	W
2/27/2017 5:24:47.303 PM	-6.7758E-10	W
2/27/2017 5:24:47.305 PM	8.6479E-6	W
2/27/2017 5:24:47.331 PM	8.6479E-6	W
2/27/2017 5:24:47.334 PM	5.7651E-6	W
2/27/2017 5:24:47.337 PM	-8.6493E-6	W
2/27/2017 5:24:47.339 PM	5.7651E-6	W
2/27/2017 5:24:47.342 PM	2.8822E-6	W
2/27/2017 5:24:47.345 PM	-8.6493E-6	W
2/27/2017 5:24:47.348 PM	-5.7664E-6	W
2/27/2017 5:24:47.350 PM	5.7651E-6	W
2/27/2017 5:24:47.353 PM	-2.8836E-6	W
2/27/2017 5:24:47.356 PM	1.4414E-5	W
2/27/2017 5:24:47.380 PM	5.7651E-6	W
2/27/2017 5:24:47.384 PM	-8.6493E-6	W
2/27/2017 5:24:47.386 PM	1.1531E-5	W
2/27/2017 5:24:47.389 PM	-2.8836E-6	W
2/27/2017 5:24:47.392 PM	-8.6493E-6	W
2/27/2017 5:24:47.396 PM	-2.8836E-6	W
2/27/2017 5:24:47.399 PM	1.1531E-5	W
2/27/2017 5:24:47.402 PM	2.8822E-6	W
2/27/2017 5:24:47.405 PM	5.7651E-6	W
2/27/2017 5:24:47.431 PM	-6.7758E-10	W
2/27/2017 5:24:47.434 PM	1.4414E-5	W
2/27/2017 5:24:47.437 PM	8.6479E-6	W
2/27/2017 5:24:47.441 PM	-6.7758E-10	W
2/27/2017 5:24:47.443 PM	-2.8836E-6	W
2/27/2017 5:24:47.446 PM	5.7651E-6	W
2/27/2017 5:24:47.449 PM	1.4414E-5	W
2/27/2017 5:24:47.452 PM	5.7651E-6	W
